use external trigger (y/n)? do reference run (y/n)? 
EIB firmware version: 63328110

using internal timer trigger
Start Reference Run Now


press Ctrl-C to stop

0240089112,207.089996
0240089212,206.964005
0240089312,206.837997
0240089412,206.748001
0240089512,206.658005
0240089612,206.585999
0240089712,206.531998
0240089812,206.477997
0240089912,206.442001
0240090012,206.423996
0240090112,206.423996
0240090212,206.423996
0240090312,206.423996
0240090412,206.423996
0240090512,206.423996
0240090612,206.460007
0240090712,206.496002
0240090812,206.585999
0240090912,206.694000
0240091012,206.820007
0240091112,206.964005
0240091212,207.108002
0240091312,207.233994
0240091412,207.378006
0240091512,207.522003
0240091612,207.666000
0240091712,207.809998
0240091812,207.936005
0240091912,208.080002
0240092012,208.223999
0240092112,208.367996
0240092212,208.511993
0240092312,208.656006
0240092412,208.781998
0240092512,208.925995
0240092612,209.070007
0240092712,209.214005
0240092812,209.358002
0240092912,209.483994
0240093012,209.628006
0240093112,209.772003
0240093212,209.916000
0240093312,210.059998
0240093412,210.186005
0240093512,210.330002
0240093612,210.473999
0240093712,210.617996
0240093812,210.761993
0240093912,210.888000
0240094012,211.031998
0240094112,211.175995
0240094212,211.320007
0240094312,211.464005
0240094412,211.608002
0240094512,211.733994
0240094612,211.878006
0240094712,212.022003
0240094812,212.166000
0240094912,212.309998
0240095012,212.436005
0240095112,212.580002
0240095212,212.723999
0240095312,212.867996
0240095412,213.011993
0240095512,213.138000
0240095612,213.281998
0240095712,213.425995
0240095812,213.570007
0240095912,213.714005
0240096012,213.858002
0240096112,213.983994
0240096212,214.128006
0240096312,214.272003
0240096412,214.416000
0240096512,214.559998
0240096612,214.686005
0240096712,214.830002
0240096812,214.973999
0240096912,215.117996
0240097012,215.261993
0240097112,215.388000
0240097212,215.531998
0240097312,215.675995
0240097412,215.820007
0240097512,215.964005
0240097612,216.089996
0240097712,216.233994
0240097812,216.378006
0240097912,216.522003
0240098012,216.647995
0240098112,216.774002
0240098212,216.899994
0240098312,216.990005
0240098412,217.080002
0240098512,217.151993
0240098612,217.205994
0240098712,217.242004
0240098812,217.278000
0240098912,217.278000
0240099012,217.278000
0240099112,217.278000
0240099212,217.278000
0240099312,217.278000
0240099412,217.278000
0240099512,217.296005
0240099612,217.296005
0240099712,217.296005
0240099812,217.296005
0240099912,217.296005
0240100012,217.296005
0240100112,217.296005
0240100212,217.296005
0240100312,217.296005
0240100412,217.296005
0240100512,217.296005
0240100612,217.296005
0240100712,217.296005
0240100812,217.296005
0240100912,217.296005
0240101012,217.296005
0240101112,217.296005
0240101212,217.296005
0240101312,217.296005
0240101412,217.296005
0240101512,217.296005
0240101612,217.278000
0240101712,217.278000
0240101812,217.278000
0240101912,217.242004
0240102012,217.169998
0240102112,217.061996
0240102212,216.953995
0240102312,216.809998
0240102412,216.684006
0240102512,216.539993
0240102612,216.395996
0240102712,216.251999
0240102812,216.108002
0240102912,215.964005
0240103012,215.837997
0240103112,215.694000
0240103212,215.550003
0240103312,215.423996
0240103412,215.279999
0240103512,215.136002
0240103612,214.992004
0240103712,214.848007
0240103812,214.722000
0240103912,214.559998
0240104012,214.434006
0240104112,214.289993
0240104212,214.145996
0240104312,214.001999
0240104412,213.858002
0240104512,213.731995
0240104612,213.587997
0240104712,213.444000
0240104812,213.300003
0240104912,213.156006
0240105012,213.011993
0240105112,212.886002
0240105212,212.742004
0240105312,212.598007
0240105412,212.472000
0240105512,212.328003
0240105612,212.184006
0240105712,212.039993
0240105812,211.895996
0240105912,211.770004
0240106012,211.626007
0240106112,211.481995
0240106212,211.337997
0240106312,211.194000
0240106412,211.067993
0240106512,210.923996
0240106612,210.779999
0240106712,210.636002
0240106812,210.492004
0240106912,210.348007
0240107012,210.222000
0240107112,210.078003
0240107212,209.934006
0240107312,209.789993
0240107412,209.645996
0240107512,209.520004
0240107612,209.376007
0240107712,209.231995
0240107812,209.087997
0240107912,208.944000
0240108012,208.817993
0240108112,208.673996
0240108212,208.529999
0240108312,208.386002
0240108412,208.242004
0240108512,208.115997
0240108612,207.972000
0240108712,207.828003
0240108812,207.684006
0240108912,207.539993
0240109012,207.414001
0240109112,207.270004
0240109212,207.126007
0240109312,206.981995
0240109412,206.837997
0240109512,206.694000
0240109612,206.567993
0240109712,206.423996
0240109812,206.279999
0240109912,206.136002
0240110012,205.992004
0240110112,205.865997
0240110212,205.722000
0240110312,205.578003
0240110412,205.434006
0240110512,205.289993
0240110612,205.164001
0240110712,205.020004
0240110812,204.876007
0240110912,204.731995
0240111012,204.606003
0240111112,204.462006
0240111212,204.317993
0240111312,204.173996
0240111412,204.048004
0240111512,203.940002
0240111612,203.850006
0240111712,203.778000
0240111812,203.705994
0240111912,203.651993
0240112012,203.615997
0240112112,203.580002
0240112212,203.561996
0240112312,203.580002
0240112412,203.580002
0240112512,203.580002
0240112612,203.580002
0240112712,203.580002
0240112812,203.615997
0240112912,203.669998
0240113012,203.759995
0240113112,203.886002
0240113212,204.011993
0240113312,204.156006
0240113412,204.281998
0240113512,204.425995
0240113612,204.570007
0240113712,204.714005
0240113812,204.858002
0240113912,204.983994
0240114012,205.128006
0240114112,205.272003
0240114212,205.416000
0240114312,205.559998
0240114412,205.686005
0240114512,205.830002
0240114612,205.973999
0240114712,206.117996
0240114812,206.261993
0240114912,206.406006
0240115012,206.531998
0240115112,206.675995
0240115212,206.820007
0240115312,206.964005
0240115412,207.108002
0240115512,207.233994
0240115612,207.378006
0240115712,207.522003
0240115812,207.666000
0240115912,207.809998
0240116012,207.936005
0240116112,208.080002
0240116212,208.223999
0240116312,208.367996
0240116412,208.494003
0240116512,208.619995
0240116612,208.710007
0240116712,208.800003
0240116812,208.871994
0240116912,208.925995
0240117012,208.979996
0240117112,209.016006
0240117212,209.033997
0240117312,209.033997
0240117412,209.033997
0240117512,209.033997
0240117612,209.033997
0240117712,209.033997
0240117812,209.016006
0240117912,208.962006
0240118012,208.889999
0240118112,208.781998
0240118212,208.656006
0240118312,208.511993
0240118412,208.367996
0240118512,208.242004
0240118612,208.098007
0240118712,207.953995
0240118812,207.809998
0240118912,207.666000
0240119012,207.539993
0240119112,207.395996
0240119212,207.251999
0240119312,207.108002
0240119412,206.964005
0240119512,206.820007
0240119612,206.694000
0240119712,206.550003
0240119812,206.406006
0240119912,206.261993
0240120012,206.117996
0240120112,205.992004
0240120212,205.848007
0240120312,205.703995
0240120412,205.559998
0240120512,205.416000
0240120612,205.289993
0240120712,205.145996
0240120812,205.001999
0240120912,204.858002
0240121012,204.714005
0240121112,204.587997
0240121212,204.444000
0240121312,204.300003
0240121412,204.156006
0240121512,204.011993
0240121612,203.886002
0240121712,203.742004
0240121812,203.598007
0240121912,203.453995
0240122012,203.309998
0240122112,203.166000
0240122212,203.039993
0240122312,202.895996
0240122412,202.751999
0240122512,202.608002
0240122612,202.464005
0240122712,202.337997
0240122812,202.194000
0240122912,202.085999
0240123012,201.977997
0240123112,201.888000
0240123212,201.815994
0240123312,201.761993
0240123412,201.707993
0240123512,201.671997
0240123612,201.654007
0240123712,201.636002
0240123812,201.636002
0240123912,201.636002
0240124012,201.636002
0240124112,201.636002
0240124212,201.636002
0240124312,201.636002
0240124412,201.636002
0240124512,201.636002
0240124612,201.636002
0240124712,201.636002
0240124812,201.636002
0240124912,201.636002
0240125012,201.636002
0240125112,201.636002
0240125212,201.636002
0240125312,201.636002
0240125412,201.636002
0240125512,201.636002
0240125612,201.636002
0240125712,201.636002
0240125812,201.636002
0240125912,201.636002
0240126012,201.636002
0240126112,201.636002
0240126212,201.636002
0240126312,201.636002
0240126412,201.636002
0240126512,201.600006
0240126612,201.563995
0240126712,201.492004
0240126812,201.419998
0240126912,201.330002
0240127012,201.240005
0240127112,201.113998
0240127212,200.988007
0240127312,200.862000
0240127412,200.718002
0240127512,200.574005
0240127612,200.429993
0240127712,200.285995
0240127812,200.160004
0240127912,200.016006
0240128012,199.871994
0240128112,199.727997
0240128212,199.584000
0240128312,199.457993
0240128412,199.296005
0240128512,199.169998
0240128612,199.026001
0240128712,198.882004
0240128812,198.738007
0240128912,198.593994
0240129012,198.468002
0240129112,198.324005
0240129212,198.179993
0240129312,198.035995
0240129412,197.910004
0240129512,197.766006
0240129612,197.621994
0240129712,197.477997
0240129812,197.334000
0240129912,197.207993
0240130012,197.063995
0240130112,196.919998
0240130212,196.776001
0240130312,196.632004
0240130412,196.505997
0240130512,196.362000
0240130612,196.218002
0240130712,196.074005
0240130812,195.929993
0240130912,195.785995
0240131012,195.660004
0240131112,195.516006
0240131212,195.371994
0240131312,195.227997
0240131412,195.102005
0240131512,194.994003
0240131612,194.904007
0240131712,194.813995
0240131812,194.759995
0240131912,194.705994
0240132012,194.651993
0240132112,194.634003
0240132212,194.615997
0240132312,194.615997
0240132412,194.615997
0240132512,194.615997
0240132612,194.615997
0240132712,194.615997
0240132812,194.615997
0240132912,194.615997
0240133012,194.615997
0240133112,194.615997
0240133212,194.615997
0240133312,194.615997
0240133412,194.615997
0240133512,194.615997
0240133612,194.615997
0240133712,194.615997
0240133812,194.615997
0240133912,194.615997
0240134012,194.615997
0240134112,194.615997
0240134212,194.615997
0240134312,194.615997
0240134412,194.615997
0240134512,194.615997
0240134612,194.615997
0240134712,194.615997
0240134812,194.615997
0240134912,194.615997
0240135012,194.615997
0240135112,194.615997
0240135212,194.615997
0240135312,194.615997
0240135412,194.615997
0240135512,194.615997
0240135612,194.615997
0240135712,194.615997
0240135812,194.615997
0240135912,194.615997
0240136012,194.615997
0240136112,194.615997
0240136212,194.615997
0240136312,194.615997
0240136412,194.598007
0240136512,194.580002
0240136612,194.526001
0240136712,194.472000
0240136812,194.399994
0240136912,194.309998
0240137012,194.220001
0240137112,194.112000
0240137212,193.985992
0240137312,193.841995
0240137412,193.697998
0240137512,193.554001
0240137612,193.410004
0240137712,193.283997
0240137812,193.139999
0240137912,192.996002
0240138012,192.852005
0240138112,192.707993
0240138212,192.582001
0240138312,192.438004
0240138412,192.294006
0240138512,192.149994
0240138612,192.005997
0240138712,191.880005
0240138812,191.735992
0240138912,191.591995
0240139012,191.447998
0240139112,191.304001
0240139212,191.160004
0240139312,191.033997
0240139412,190.889999
0240139512,190.746002
0240139612,190.602005
0240139712,190.457993
0240139812,190.332001
0240139912,190.188004
0240140012,190.044006
0240140112,189.917999
0240140212,189.755997
0240140312,189.630005
0240140412,189.485992
0240140512,189.341995
0240140612,189.216003
0240140712,189.054001
0240140812,188.927994
0240140912,188.783997
0240141012,188.639999
0240141112,188.496002
0240141212,188.352005
0240141312,188.207993
0240141412,188.100006
0240141512,187.973999
0240141612,187.884003
0240141712,187.794006
0240141812,187.740005
0240141912,187.667999
0240142012,187.632004
0240142112,187.613998
0240142212,187.595993
0240142312,187.595993
0240142412,187.595993
0240142512,187.595993
0240142612,187.578003
0240142712,187.595993
0240142812,187.578003
0240142912,187.578003
0240143012,187.578003
0240143112,187.578003
0240143212,187.578003
0240143312,187.578003
0240143412,187.578003
0240143512,187.578003
0240143612,187.578003
0240143712,187.578003
0240143812,187.578003
0240143912,187.578003
0240144012,187.578003
0240144112,187.578003
0240144212,187.578003
0240144312,187.578003
0240144412,187.578003
0240144512,187.578003
0240144612,187.578003
0240144712,187.578003
0240144812,187.578003
0240144912,187.578003
0240145012,187.578003
0240145112,187.578003
0240145212,187.578003
0240145312,187.578003
0240145412,187.578003
0240145512,187.578003
0240145612,187.578003
0240145712,187.578003
0240145812,187.578003
0240145912,187.578003
0240146012,187.578003
0240146112,187.578003
0240146212,187.578003
0240146312,187.578003
0240146412,187.578003
0240146512,187.559998
0240146612,187.505997
0240146712,187.451996
0240146812,187.380005
0240146912,187.289993
0240147012,187.199997
0240147112,187.091995
0240147212,186.966003
0240147312,186.822006
0240147412,186.695999
0240147512,186.552002
0240147612,186.408005
0240147712,186.264008
0240147812,186.119995
0240147912,185.994003
0240148012,185.832001
0240148112,185.705994
0240148212,185.561996
0240148312,185.417999
0240148412,185.274002
0240148512,185.130005
0240148612,185.003998
0240148712,184.860001
0240148812,184.716003
0240148912,184.572006
0240149012,184.427994
0240149112,184.283997
0240149212,184.158005
0240149312,184.014008
0240149412,183.869995
0240149512,183.725998
0240149612,183.582001
0240149712,183.455994
0240149812,183.311996
0240149912,183.167999
0240150012,183.042007
0240150112,182.897995
0240150212,182.753998
0240150312,182.610001
0240150412,182.466003
0240150512,182.339996
0240150612,182.195999
0240150712,182.052002
0240150812,181.908005
0240150912,181.764008
0240151012,181.619995
0240151112,181.494003
0240151212,181.332001
0240151312,181.205994
0240151412,181.080002
0240151512,180.972000
0240151612,180.863998
0240151712,180.774002
0240151812,180.701996
0240151912,180.647995
0240152012,180.612000
0240152112,180.576004
0240152212,180.557999
0240152312,180.557999
0240152412,180.557999
0240152512,180.557999
0240152612,180.557999
0240152712,180.557999
0240152812,180.557999
0240152912,180.557999
0240153012,180.557999
0240153112,180.557999
0240153212,180.557999
0240153312,180.557999
0240153412,180.557999
0240153512,180.557999
0240153612,180.557999
0240153712,180.557999
0240153812,180.557999
0240153912,180.557999
0240154012,180.557999
0240154112,180.557999
0240154212,180.557999
0240154312,180.557999
0240154412,180.557999
0240154512,180.557999
0240154612,180.557999
0240154712,180.557999
0240154812,180.557999
0240154912,180.557999
0240155012,180.557999
0240155112,180.557999
0240155212,180.557999
0240155312,180.557999
0240155412,180.557999
0240155512,180.557999
0240155612,180.557999
0240155712,180.557999
0240155812,180.557999
0240155912,180.557999
0240156012,180.557999
0240156112,180.557999
0240156212,180.557999
0240156312,180.557999
0240156412,180.557999
0240156512,180.557999
0240156612,180.557999
0240156712,180.557999
0240156812,180.557999
0240156912,180.576004
0240157012,180.630005
0240157112,180.720001
0240157212,180.828003
0240157312,180.972000
0240157412,181.098007
0240157512,181.242004
0240157612,181.386002
0240157712,181.529999
0240157812,181.656006
0240157912,181.800003
0240158012,181.944000
0240158112,182.087997
0240158212,182.231995
0240158312,182.376007
0240158412,182.501999
0240158512,182.645996
0240158612,182.789993
0240158712,182.934006
0240158812,183.078003
0240158912,183.203995
0240159012,183.348007
0240159112,183.492004
0240159212,183.636002
